Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
Norway,2019,Kia,"$12,817 ",3458,5.11,47279,BEV,76921,No
France,2024,Kia,"$15,701 ",1778,21.02,82408,PHEV,36517,YES
USA,2022,BYD,"$36,370 ",630,,75352,PHEV,59332,No
Netherlands,2018,Chevrolet Inc,"$33,344 ",2208,24.85,64809,HEV,7027,Yes
UK,2023,Renault,"$13,741 ",2185,4.58,95308,BEV,64268,
Japan,2016,Hyundai,"$28,688 ",2867,,101498,PHEV,63924,no
USA,2020,Kia Inc,"$13,056 ",2675,2.03,77090,BEV,35395,yes
Germany,2024,Tesla,"$27,043 ",3341,21.11,42033,PHEV,46793,No
Canada,2017,Volkswagen,"$15,337 ",3172,16.6,33623,BEV,54219,yes
Japan,2022,BYD,"$10,195 ",,5.95,73017,BEV,3897,YES
Norway,2016,Nissan,"$10,037 ",499,20.31,101574,PHEV,48038,
France,2023,Tesla,"$48,623 ",2741,15.73,121621,HEV,14307,yes
Norway,2018,Chevrolet,"$39,636 ",432,9.47,77346,HEV,35568,no
UK,2018,Kia,"$14,914 ",4960,25.31,26175,PHEV,62987,no
China,2019,BMW,"$2,877 ",2113,,5148,HEV,46316,yes
Netherlands,2022,Volkswagen,"$28,919 ",444,5.6,99226,PHEV,42340,yes
China,2022,Hyundai,"$19,034 ",4134,,97687,PHEV,6602,no
UK,2018,Nissan,"$15,921 ",4059,19.96,110649,PHEV,66249,YES
Norway,2019,Volkswagen,"$10,443 ",4834,1.77,11661,PHEV,33893,YES
France,2015,Chevrolet,"$13,669 ",,4.91,60043,HEV,59672,YES
Japan,2019,BMW,"$9,915 ",4190,12.11,109060,PHEV,10766,Yes
Germany,2015,Kia,"$30,558 ",1952,26.58,74932,BEV,67790,YES
UK,2024,Renault,"$34,255 ",1858,12.9,125130,PHEV,48592,no
India,2016,Hyundai,"$45,361 ",4936,14.71,110971,PHEV,79699,Yes
Netherlands,2020,Ford,"$33,628 ",367,2.82,130242,BEV,58240,
Japan,2016,Kia,"$28,966 ",2793,6.88,114114,PHEV,,Yes
France,2016,Kia,,,5.44,,PHEV,70474,no
India,2024,Renault,"$42,039 ",,,131272,PHEV,13609,YES
Canada,2018,Renault,"$13,983 ",2341,19.36,66260,HEV,68819,no
Japan,2022,Tesla,"$6,736 ",3776,12.97,93131,BEV,2838,YES
Norway,2018,BMW,"$25,297 ",,5.34,97746,HEV,26560,
USA,2023,BYD,"$26,708 ",3680,,63366,HEV,48355,no
Germany,2018,Hyundai,"$43,503 ",,19.27,99940,HEV,15646,YES
Germany,2019,Chevrolet,"$21,561 ",1345,20.23,45434,HEV,4458,yes
Germany,2021,Nissan,"$37,665 ",3610,5.8,60517,PHEV,49872,yes
Canada,2021,Kia,"$38,275 ",1385,21.13,49419,BEV,12183,Yes
USA,2016,BMW,"$21,574 ",3506,22.5,50067,BEV,10357,Yes
USA,2021,BMW,"$5,061 ",2368,23.51,22102,PHEV,11267,
Netherlands,2024,BMW,"$12,359 ",4613,20.34,86152,HEV,23597,no
China,2015,BMW,"$43,418 ",194,15.95,74587,BEV,48271,
France,2020,BYD,"$17,461 ",3964,,72856,BEV,63676,YES
France,2016,Nissan,"$45,737 ",80,12.3,88915,HEV,4640,YES
Norway,2020,Nissan,"$46,636 ",1922,21.1,71558,BEV,30500,Yes
USA,2017,Volkswagen,"$14,929 ",276,4.76,105177,PHEV,15837,yes
China,2017,Volkswagen,"$48,739 ",4683,18.47,84833,PHEV,36569,YES
India,2019,BYD,"$22,436 ",2044,4.97,38733,HEV,57605,no
India,2017,Hyundai,"$17,868 ",4109,21.22,48571,PHEV,47221,YES
Norway,2024,Tesla,"$46,334 ",289,29.5,134334,PHEV,61943,yes
India,2022,Kia,"$20,826 ",281,,97895,PHEV,13158,YES
Japan,2023,Nissan,"$20,898 ",,29.92,59609,PHEV,63807,yes
Germany,2019,Nissan,"$17,652 ",,7.83,45959,PHEV,6166,no
USA,2015,BMW,,1020,26.35,,HEV,48986,no
UK,2024,Hyundai,$964 ,2610,13.97,8090,PHEV,8151,yes
China,2016,Tesla,"$12,160 ",4299,,13225,BEV,60946,yes
Germany,2021,Ford,"$26,801 ",4706,20.95,78857,PHEV,8193,No
Canada,2021,BMW,"$29,040 ",,7.43,39118,BEV,57125,Yes
India,2018,Kia,"$24,449 ",1970,8.67,58260,PHEV,32543,no
Japan,2019,Tesla,"$37,110 ",4715,2.06,91160,PHEV,62236,YES
Norway,2021,Ford,"$6,383 ",729,1.32,14225,PHEV,9301,no
Germany,2017,Tesla,"$37,826 ",524,6.66,91306,PHEV,67162,no
USA,2022,Tesla,"$33,337 ",2516,,58270,PHEV,62233,No
UK,2015,Renault,"$22,497 ",3809,6.67,45842,BEV,12070,Yes
France,2016,Hyundai,"$12,044 ",3987,22.55,52596,PHEV,19018,YES
USA,2017,Volkswagen,"$14,593 ",3486,26.96,88482,BEV,64219,No
China,2017,Tesla,"$13,849 ",778,21.69,82988,HEV,67527,Yes
Norway,2019,Chevrolet,"$26,804 ",2038,27.15,101519,BEV,5152,yes
China,2020,Tesla,"$28,395 ",2161,2.04,95665,BEV,72214,No
India,2016,Nissan,"$36,577 ",380,,64226,BEV,48496,Yes
France,2015,Nissan,"$5,201 ",4215,9.38,98614,BEV,76558,no
Germany,2024,Hyundai,"$18,743 ",926,4.56,63878,PHEV,52814,No
France,2021,Chevrolet,"$44,094 ",4702,28.95,137366,HEV,2335,YES
China,2019,Ford,"$27,692 ",2953,22.96,122522,PHEV,11892,No
UK,2015,BYD,"$43,413 ",958,29.96,139861,PHEV,15903,no
India,2023,Ford,"$27,664 ",3704,18.93,71099,BEV,72180,No
UK,2023,Nissan,"$6,020 ",678,,9148,PHEV,61275,No
India,2018,BYD,"$9,440 ",4230,8.34,94981,BEV,67257,no
UK,2024,Tesla,"$42,411 ",1891,2.35,130512,PHEV,40718,Yes
Germany,2020,Ford,"$10,468 ",708,2.51,71399,HEV,17843,Yes
Norway,2016,Ford,"$26,160 ",309,25.7,53166,PHEV,25525,YES
France,2018,BYD,"$38,643 ",3462,1.62,132143,HEV,6925,yes
Netherlands,2018,Renault,"$31,622 ",998,17.82,35539,BEV,73421,Yes
Norway,2020,Tesla,"$36,887 ",1994,23.13,132632,PHEV,14574,YES
Germany,2016,BMW,"$32,021 ",4781,13.14,92474,PHEV,31805,no
Norway,2017,Volkswagen,"$36,328 ",1618,18.04,68107,PHEV,36292,
india,2020,Hyundai,"$13,107 ",699,16.75,59990,PHEV,2100,Yes
Norway,2015,Chevrolet,"$8,810 ",2778,29.18,99547,BEV,48740,No
Netherlands,2023,Nissan,"$9,733 ",3145,8.12,14907,HEV,58402,YES
UK,2015,BYD,"$6,030 ",3142,18.83,47044,BEV,47828,YES
Netherlands,2024,BYD,"$31,034 ",1716,17.02,50673,PHEV,73535,
Japan,2017,BYD,"$46,666 ",1684,26.07,53739,HEV,69783,Yes
UK,2022,Kia,"$23,505 ",1625,29.13,38665,PHEV,48378,
France,2017,Kia,"$20,655 ",260,21.61,85829,PHEV,79242,yes
Canada,2020,Tesla,"$5,241 ",878,28.14,43596,BEV,56752,no
Canada,2015,Renault,"$42,629 ",749,29.37,62216,HEV,76711,Yes
Canada,2023,Kia,"$32,685 ",,25.8,88163,HEV,,No
Germany,2023,Nissan,"$16,287 ",,28.74,17871,PHEV,39946,no
Netherlands,2018,Hyundai,"$37,458 ",4406,16.37,50343,HEV,28023,yes
Netherlands,2023,BMW,"$21,669 ",1175,13.09,104009,HEV,72561,YES
Norway,2015,Volkswagen,"$7,955 ",2315,18.05,69653,PHEV,26101,Yes
Canada,2018,Renault,"$10,074 ",4991,26.96,32426,BEV,72602,no
Japan,2016,Volkswagen,"$30,161 ",4116,15.23,65916,BEV,70603,Yes
USA,2020,Renault,"$37,372 ",4133,21.58,136115,BEV,24038,Yes
USA,2022,Chevrolet,"$13,369 ",3876,23.36,103093,BEV,4500,yes
China,2023,Ford,"$27,126 ",4148,4.19,82808,BEV,,YES
Canada,2018,BMW,"$3,761 ",4147,20.32,75122,BEV,2981,Yes
Netherlands,2017,Renault,"$17,531 ",3933,,34407,HEV,2982,YES
France,2022,BYD,"$5,755 ",,14.65,100999,PHEV,,yes
Germany,2018,Hyundai,"$2,519 ",832,22.99,76035,BEV,44524,yes
Japan,2021,Nissan,"$9,712 ",,18.19,99734,BEV,64642,yes
Japan,2021,Hyundai,"$22,875 ",2032,,44467,PHEV,33203,No
Canada,2021,BMW,"$36,943 ",2893,16.43,91791,PHEV,45610,Yes
India,2018,Kia,"$30,317 ",4776,6.78,118841,HEV,12108,
UK,2018,Hyundai,"$9,719 ",3559,29.71,14600,HEV,,YES
Japan,2017,Hyundai,"$42,969 ",1252,12.48,64705,BEV,57623,Yes
Netherlands,2021,Chevrolet,"$11,609 ",3791,10.48,99537,PHEV,62108,
Netherlands,2019,Nissan,"$7,817 ",603,6.63,88316,HEV,33003,yes
Canada,2019,Tesla,"$6,008 ",3821,26.52,32505,HEV,15418,No
Japan,2021,Chevrolet,"$43,659 ",4072,14,52604,HEV,2493,Yes
UK,2021,Renault,"$13,199 ",1587,5.99,25386,BEV,17696,no
Japan,2016,Nissan,,2452,23.6,,BEV,66539,no
Germany,2017,Renault,"$40,329 ",895,24.05,109245,HEV,18619,YES
Japan,2020,Kia,"$8,262 ",3288,5.12,66345,HEV,46628,no
Japan,2021,Ford,"$35,671 ",4301,28.99,39138,PHEV,33241,Yes
USA,2024,Volkswagen,"$43,394 ",4437,5.09,79216,PHEV,17917,no
USA,2023,Ford,"$35,387 ",,8.15,79533,BEV,36357,no
Germany,2021,BYD,"$37,687 ",1950,5.23,123494,PHEV,47468,Yes
UK,2015,Tesla,"$5,857 ",997,9.32,16835,BEV,14616,YES
UK,2020,Chevrolet,,1041,12.4,,BEV,10422,yes
UK,2020,Tesla,"$9,102 ",2315,22.72,99235,PHEV,48229,yes
Japan,2016,BMW,"$3,592 ",2601,26.64,78981,PHEV,59700,Yes
Norway,2018,Ford,"$19,976 ",,5.86,88185,BEV,64575,YES
UK,2024,Nissan,"$31,030 ",3560,16.11,39338,PHEV,34267,
UK,2023,Ford,"$14,090 ",335,13.21,81513,BEV,77768,no
France,2023,Tesla,"$41,203 ",938,23.47,57195,PHEV,8990,Yes
Canada,2019,Volkswagen,"$44,715 ",1664,20.76,50059,HEV,52523,No
Canada,2023,Chevrolet,,4709,4.49,,PHEV,60660,No
Canada,2021,Kia,"$39,505 ",1287,4.69,45115,HEV,50684,yes
Netherlands,2024,Volkswagen,"$37,765 ",3862,28.71,123340,HEV,8724,No
Japan,2021,Hyundai,"$46,526 ",1815,28.59,58221,HEV,,Yes
Canada,2018,Ford,"$43,922 ",,25.06,46320,BEV,74227,YES
Netherlands,2016,Hyundai,"$49,000 ",2761,29.93,95817,HEV,62171,yes
Netherlands,2015,Hyundai,"$12,613 ",3276,15.01,24749,PHEV,4497,yes
Norway,2017,BMW,"$21,840 ",1984,13.13,118170,HEV,75781,Yes
Canada,2015,Hyundai,"$38,678 ",2544,7.3,75663,BEV,54828,yes
Norway,2018,Chevrolet,"$24,213 ",2167,7.49,44939,HEV,2555,
Netherlands,2018,Renault,"$17,159 ",2746,26.3,44082,HEV,69625,yes
Netherlands,2018,Hyundai,"$15,243 ",2182,27.46,39428,PHEV,41492,no
UK,2023,BYD,"$43,527 ",1836,1.76,62281,BEV,,yes
France,2024,Renault,"$45,007 ",1701,6,110764,PHEV,77372,Yes
USA,2021,Tesla,"$36,658 ",2408,28.45,135998,HEV,36107,YES
China,2019,Hyundai,"$23,044 ",1381,29.7,24296,PHEV,11208,yes
UK,2020,Nissan,,2241,1.2,,HEV,40069,Yes
Japan,2020,BYD,"$23,718 ",402,19.22,49724,PHEV,40916,No
USA,2017,BYD,"$26,167 ",1110,21.82,74855,PHEV,15414,no
Canada,2018,Ford,"$19,064 ",3106,26.31,48254,BEV,62357,No
China,2015,Nissan,"$23,317 ",,26.64,97226,HEV,63938,Yes
Canada,2023,Renault,"$48,610 ",3296,9.84,68622,BEV,19164,
Canada,2018,Volkswagen,"$7,105 ",3536,27,24250,HEV,22791,YES
Canada,2017,BMW,"$16,620 ",1970,20.52,57485,HEV,38849,No
India,2019,BMW,"$5,401 ",2314,27.41,66190,PHEV,11461,Yes
UK,2022,Chevrolet Inc,"$14,512 ",3825,16.74,44959,HEV,3632,Yes
India,2019,BMW,"$24,787 ",,23.54,69836,PHEV,73556,YES
Japan,2021,Kia,"$36,895 ",1176,15.97,56419,BEV,39270,Yes
Japan,2024,Nissan,"$39,690 ",3530,19.91,49502,BEV,71943,yes
UK,2024,Ford,"$32,101 ",4777,14.98,55129,PHEV,19803,no
India,2023,BMW,"$11,471 ",1426,10.13,102068,PHEV,49559,Yes
USA,2021,Hyundai,,948,29.42,,PHEV,65481,no
France,2015,Hyundai,"$14,172 ",2041,5.41,110844,HEV,32088,
France,2018,BMW,"$3,677 ",2781,4.77,9777,BEV,20268,No
Japan,2022,BMW,"$43,191 ",1282,7.28,68245,HEV,41198,No
USA,2015,Tesla,"$27,032 ",,3.65,123152,BEV,29741,no
China,2017,Volkswagen,,1267,6.88,,HEV,62609,no
USA,2022,Volkswagen,"$27,159 ",3915,1.03,122625,HEV,77026,yes
Canada,2018,BMW,"$7,184 ",2114,8.58,106924,HEV,48881,yes
France,2018,Nissan,"$21,209 ",4936,4.91,117036,BEV,48460,Yes
China,2024,Tesla,"$27,475 ",631,7.68,56063,HEV,56013,Yes
Japan,2018,Nissan,"$35,608 ",1419,,73192,BEV,59172,No
France,2019,BYD,"$35,549 ",546,6.22,45545,BEV,78009,yes
Norway,2015,BYD,"$23,566 ",861,3.79,74273,PHEV,9067,No
Germany,2017,Ford,"$5,841 ",4333,10.42,88004,BEV,62693,yes
India,2019,Kia,"$23,702 ",2104,17.75,68289,BEV,4520,YES
France,2023,Tesla,"$49,710 ",3712,17.4,55820,HEV,47270,No
USA,2017,BYD,"$41,724 ",1717,7.48,126937,BEV,36252,no
Germany,2022,Ford,"$33,083 ",2533,17.54,67728,HEV,44664,yes
Japan,2023,Kia,"$9,238 ",2472,,108333,BEV,38261,yes
Japan,2021,Ford,"$45,038 ",3641,8.76,107228,BEV,23331,
Canada,2015,Ford,,239,24.73,,HEV,19083,YES
Canada,2024,Kia,"$47,110 ",3979,5.14,120604,PHEV,54424,Yes
Netherlands,2024,Volkswagen,"$26,305 ",4404,2.38,37773,PHEV,12135,YES
Japan,2017,Volkswagen,"$25,345 ",4186,18.29,46500,HEV,67036,yes
France,2022,Hyundai,"$22,490 ",2760,20.27,60994,HEV,1608,YES
China,2018,Kia,"$44,503 ",1673,26.43,138044,BEV,23406,Yes
UK,2023,Renault,"$27,787 ",3195,,63086,PHEV,48043,Yes
France,2015,BYD,"$30,250 ",4226,11.41,42516,BEV,48544,
Germany,2017,Hyundai,"$10,346 ",4537,18.98,75559,HEV,47326,yes
Canada,2023,Tesla,"$4,318 ",3453,24.79,71901,PHEV,44413,yes
UK,2024,Chevrolet,"$45,542 ",2670,24.55,128072,PHEV,27838,no
Germany,2018,Volkswagen,"$40,326 ",,15.32,80360,PHEV,11559,no
USA,2023,Tesla,"$3,908 ",1694,23.48,32217,PHEV,33391,No
UK,2021,Kia,"$25,989 ",3141,22.36,85963,BEV,35971,Yes
UK,2018,Hyundai,"$19,819 ",761,13.32,93631,HEV,55851,Yes
China,2021,Tesla,"$15,086 ",4971,19.9,55438,BEV,58797,YES
Germany,2016,Hyundai,"$10,449 ",4784,18.46,105998,BEV,8001,No
Netherlands,2016,Hyundai,"$27,386 ",2481,,53681,BEV,26811,no
Norway,2023,Volkswagen,"$42,022 ",992,16.06,72247,PHEV,51882,Yes
France,2016,BMW,"$21,223 ",3057,13.43,115097,PHEV,35730,Yes
USA,2015,Hyundai,"$15,636 ",1198,16.61,104661,BEV,63399,no
Japan,2017,Ford,"$44,467 ",3133,17.95,94942,BEV,62027,YES
UK,2016,Volkswagen,,,29.22,,BEV,3342,no
Germany,2023,Nissan,"$44,860 ",1985,1.55,94163,PHEV,67991,no
Japan,2018,Nissan,"$26,793 ",2439,6.41,118779,PHEV,19589,
Netherlands,2024,BYD,"$13,219 ",1149,27.2,84469,BEV,30603,YES
Norway,2020,Nissan,"$5,167 ",275,21.27,70741,PHEV,49100,Yes
Netherlands,2023,Chevrolet,"$24,738 ",2766,24.69,111631,HEV,27110,yes
India,2021,Kia,"$35,537 ",2972,3.57,47721,HEV,26482,No
China,2023,Renault,"$26,657 ",,9.56,107879,BEV,25479,
India,2017,Ford,"$34,813 ",918,2.94,39153,PHEV,32829,Yes
UK,2019,Volkswagen,"$7,539 ",,12.94,85485,BEV,8155,YES
Germany,2023,Tesla Inc,"$26,089 ",3216,12.27,101022,HEV,13237,Yes
Norway,2018,Tesla,"$35,319 ",12,21.41,102179,PHEV,63703,No
UK,2019,Renault,"$39,402 ",614,23.51,103663,HEV,33061,No
Germany,2024,BYD,"$36,390 ",3124,27.28,50759,BEV,46114,YES
China,2019,Ford,"$14,497 ",2568,5.97,40183,PHEV,,
UK,2017,BYD,"$33,290 ",3826,2.02,52381,PHEV,7715,no
Netherlands,2016,Ford,"$39,321 ",3825,1.38,95760,PHEV,4039,YES
UK,2015,BMW,"$6,361 ",2866,9.33,46465,HEV,37130,YES
China,2018,Hyundai,"$36,758 ",2517,13.6,106472,HEV,24815,Yes
India,2023,Volkswagen,"$20,208 ",1572,29.66,46309,HEV,76477,Yes
France,2024,Nissan,"$25,916 ",2275,22.44,67942,BEV,26336,no
Japan,2016,Kia,"$5,760 ",474,27.57,83677,BEV,22283,no
UK,2020,Renault,"$1,967 ",4862,16.41,5727,PHEV,,No
Germany,2016,Tesla,"$39,689 ",4466,3.5,127987,BEV,19083,
Netherlands,2016,Ford,"$18,004 ",1581,13.31,101652,BEV,12696,Yes
Germany,2019,Nissan,"$17,499 ",380,4.29,105757,HEV,63071,YES
USA,2021,Hyundai,"$29,932 ",,10.99,81203,HEV,43415,YES
India,2024,BYD,"$23,215 ",2558,19.42,37670,HEV,29187,no
Canada,2015,Tesla,"$27,622 ",1350,3.98,44103,PHEV,43478,No
India,2018,Volkswagen,"$39,093 ",1969,11.11,73434,BEV,28419,no
Norway,2019,BMW,"$23,619 ",2232,20.6,50892,BEV,67323,YES
Japan,2020,Tesla,"$28,865 ",4677,7.33,106758,HEV,53802,Yes
France,2020,Ford,"$46,069 ",3259,6.04,96185,HEV,58899,
USA,2015,Renault,"$34,977 ",3985,11.48,63860,BEV,68046,YES
Norway,2019,Volkswagen,,,17.14,,PHEV,45506,no
Netherlands,2024,Tesla,"$14,874 ",4086,4.61,71458,PHEV,70169,no
Japan,2020,Nissan,"$27,482 ",1471,,116316,BEV,7352,YES
France,2018,Ford,"$35,439 ",412,,44914,PHEV,38424,No
Japan,2019,Ford,"$10,887 ",710,25.81,81783,PHEV,36316,YES
UK,2016,BMW,"$19,210 ",2806,29.16,25389,PHEV,62938,
Norway,2016,Volkswagen,"$16,176 ",1620,15.9,70651,HEV,59009,YES
UK,2017,Renault,"$5,975 ",1499,17.44,34849,PHEV,53392,yes
Netherlands,2023,Nissan,"$36,623 ",3939,23.95,104018,HEV,25939,no
UK,2020,Volkswagen,"$47,602 ",3942,28.01,59625,HEV,79406,yes
UK,2016,BYD,"$38,290 ",3582,3.74,130317,PHEV,48620,YES
India,2019,Kia,"$14,774 ",1784,12.17,97280,HEV,31135,yes
Canada,2015,Renault,"$8,842 ",4973,21.91,25135,BEV,53969,no
China,2022,Renault,"$13,694 ",1080,12.27,97374,HEV,38219,no
Norway,2023,Chevrolet,"$37,895 ",2749,8.55,126363,HEV,40559,YES
India,2015,Ford,"$24,800 ",926,13.41,90213,HEV,16523,no
Norway,2023,Hyundai,"$36,728 ",1502,,74117,PHEV,9918,YES
India,2015,BYD,"$47,110 ",4871,21.7,142970,PHEV,30576,YES
France,2022,Tesla,"$32,260 ",,12.03,107927,BEV,50239,YES
USA,2015,Nissan,"$31,005 ",572,26.78,103102,PHEV,65624,Yes
Japan,2023,Tesla,"$29,613 ",3089,27.19,38125,HEV,,Yes
Japan,2015,BMW,"$3,300 ",3423,23.08,58340,PHEV,13764,No
France,2021,Nissan,"$21,664 ",2429,21.36,94903,BEV,11806,Yes
France,2022,BYD,"$7,594 ",3499,21.24,22357,HEV,37256,No
Japan,2018,BYD,"$12,717 ",1155,10.52,68127,BEV,14510,YES
India,2024,Kia,"$2,308 ",,7.69,69253,BEV,1645,
USA,2015,Hyundai,,3930,11.7,,HEV,2113,no
Norway,2021,Chevrolet,"$49,713 ",1245,29.03,55305,BEV,,yes
Japan,2016,Renault,"$47,659 ",4564,12.71,70705,PHEV,65932,Yes
China,2023,Tesla,"$43,193 ",3640,28.81,113598,HEV,6200,No
China,2016,Volkswagen,"$43,951 ",,20.79,134325,PHEV,62356,YES
Japan,2015,Kia,"$7,134 ",1734,22.2,10589,HEV,73628,no
UK,2016,Chevrolet,"$27,112 ",1823,28.93,60113,PHEV,11586,yes
Canada,2019,Hyundai,"$29,443 ",1294,19.44,75652,BEV,25078,No
France,2016,BYD,"$36,156 ",,4.02,41162,PHEV,18470,YES
China,2024,Ford,"$6,999 ",1314,29.93,30893,PHEV,18398,No
Norway,2020,Tesla,"$45,832 ",230,1.81,77612,BEV,,
Japan,2019,Tesla,"$42,586 ",3266,14.9,117786,PHEV,52020,yes
Germany,2015,Volkswagen,"$14,485 ",4122,15.1,16947,HEV,25082,Yes
Netherlands,2023,Ford,"$2,365 ",4019,4.23,31127,PHEV,15538,Yes
Japan,2018,Tesla,"$8,210 ",481,28.59,28459,HEV,4197,YES
Japan,2021,Hyundai,"$35,729 ",3591,9.91,135153,HEV,2775,yes
Canada,2016,Tesla,"$33,156 ",616,12.74,34975,HEV,77992,No
India,2018,Hyundai,"$31,873 ",793,22.89,62041,PHEV,66927,
India,2022,Renault,,3755,18.93,,HEV,77245,No
China,2018,Ford,"$37,713 ",4880,7.48,86072,HEV,29036,no
China,2015,Chevrolet,"$5,818 ",4449,21,23796,HEV,29460,No
Netherlands,2019,Chevrolet,"$44,611 ",3334,29.47,48545,BEV,6033,no
Japan,2022,BYD,"$40,031 ",4343,25.77,59925,PHEV,62113,No
Japan,2018,BYD,"$5,187 ",2897,29.05,23976,BEV,57784,Yes
Netherlands,2020,Kia,"$6,615 ",4255,1.7,61257,BEV,61780,Yes
Netherlands,2017,Tesla,"$49,657 ",2591,,83374,BEV,61262,YES
China,2020,Renault,"$41,471 ",2852,6.15,116656,PHEV,64823,Yes
Germany,2024,Chevrolet,"$25,242 ",1983,25.54,77589,HEV,62475,YES
China,2021,BMW,"$8,074 ",3838,16.83,72869,HEV,78166,No
germany,2015,Volkswagen,"$17,739 ",2674,4.08,43257,PHEV,14612,yes
Canada,2021,Hyundai,"$11,637 ",1238,9.17,110678,HEV,56146,YES
India,2021,Ford,"$10,117 ",3829,3.36,78624,HEV,55554,yes
France,2016,Renault,"$15,042 ",,10.53,102076,PHEV,70309,no
Canada,2023,Tesla,"$20,531 ",2876,15.97,89134,HEV,23291,no
India,2019,Nissan,"$28,997 ",457,20.25,72081,HEV,17677,yes
UK,2019,Hyundai,"$30,745 ",4170,26.24,71557,PHEV,4775,No
Canada,2022,Ford,,,14.17,,PHEV,76802,Yes
China,2021,BMW,"$26,375 ",2737,12.52,30909,PHEV,68589,No
USA,2024,Tesla,"$40,380 ",1709,26.56,116845,HEV,55720,yes
Netherlands,2017,BYD,"$43,390 ",379,18.32,65147,HEV,34107,
Norway,2018,BYD,"$3,362 ",623,,21849,BEV,29353,No
USA,2015,Nissan,"$9,484 ",76,18.98,50564,HEV,13839,
USA,2020,Nissan,"$28,871 ",580,21.29,35227,BEV,76926,No
UK,2015,BMW,"$30,278 ",,14.26,83461,BEV,30980,
USA,2019,Hyundai,"$36,319 ",2491,22.25,111288,BEV,9656,YES
France,2022,Kia,,2260,20.83,,BEV,30529,No
Netherlands,2016,BMW,"$18,762 ",4891,20.37,62627,HEV,37577,Yes
China,2024,Volkswagen,"$9,263 ",2718,7.31,38343,HEV,29195,no
Japan,2024,Chevrolet,"$1,156 ",3161,25.49,9363,PHEV,63544,Yes
Netherlands,2021,Ford,"$49,137 ",316,18.43,124542,BEV,44872,Yes
France,2015,Nissan,"$12,685 ",220,29.3,17145,HEV,52314,yes
UK,2018,Hyundai,"$45,889 ",4454,29.11,84201,PHEV,4148,Yes
Germany,2019,BYD,"$12,772 ",837,12.06,69635,HEV,62045,yes
Netherlands,2019,Volkswagen,"$46,017 ",,12.87,121806,BEV,74061,no
China,2021,Volkswagen,,3506,29.78,,BEV,52141,no
USA,2023,Renault,"$11,216 ",3310,24.43,99640,BEV,70716,Yes
France,2024,Kia,"$1,882 ",4891,9.33,7049,PHEV,59373,No
Germany,2021,Chevrolet,"$30,787 ",1628,28.04,92759,HEV,75963,Yes
Netherlands,2024,BYD,"$11,322 ",,29.2,36443,BEV,72736,YES
Japan,2019,BYD,"$15,261 ",4247,2.05,67297,PHEV,,YES
India,2017,Kia,"$13,819 ",2194,,37520,BEV,73539,no
Netherlands,2015,Tesla,"$41,678 ",4360,,68065,HEV,58613,yes
Germany,2018,Chevrolet,"$47,166 ",4988,28.48,90312,BEV,13988,Yes
Canada,2023,Ford,"$16,956 ",4648,1.57,28990,PHEV,1877,No
Germany,2023,Renault,"$32,914 ",766,2.33,43556,BEV,66143,
Germany,2016,BYD,"$33,349 ",,14.81,109799,HEV,50508,Yes
UK,2015,Volkswagen,"$42,779 ",589,21.71,92249,PHEV,72799,YES
USA,2024,Volkswagen,"$16,428 ",2243,2.78,110839,HEV,9499,No
Netherlands,2021,BYD,$733 ,1044,10.95,80199,HEV,16246,
France,2017,Ford,"$39,285 ",,21.58,74788,PHEV,5277,no
Netherlands,2023,Ford,"$1,441 ",359,27.75,75441,BEV,14508,no
India,2015,Hyundai,"$32,529 ",3637,1.82,92624,BEV,29957,No
France,2019,Hyundai,"$8,396 ",,15.67,13684,HEV,26744,Yes
China,2021,BMW,"$21,650 ",4054,26.85,43741,HEV,1900,yes
USA,2023,BMW,"$47,202 ",3351,2.74,130249,HEV,19059,No
Netherlands,2023,BYD,,1787,14.21,,BEV,11687,No
Germany,2019,Kia,"$17,467 ",,8.67,57985,HEV,31641,yes
China,2023,BYD,"$41,228 ",945,,85779,BEV,71692,no
Norway,2022,Kia,"$30,833 ",,3.57,127509,HEV,,yes
Germany,2024,Chevrolet,"$11,351 ",3290,12.78,96417,BEV,25053,No
Canada,2022,Volkswagen,"$40,572 ",1220,11.61,118017,HEV,39966,YES
USA,2020,BMW,"$26,570 ",1117,7.34,38816,BEV,20199,no
France,2021,Nissan,"$40,329 ",,,102454,PHEV,1169,Yes
India,2021,Nissan,"$28,907 ",2306,7.97,108642,HEV,61131,no
UK,2015,Nissan,,3325,14.88,,HEV,42764,yes
France,2018,Volkswagen,"$31,399 ",3044,14.33,52195,PHEV,71524,yes
China,2023,Chevrolet,"$7,630 ",3879,16.46,20963,BEV,,yes
Japan,2018,Hyundai,"$44,011 ",,28.76,113903,PHEV,41290,No
USA,2015,BYD,"$5,425 ",2582,3.87,45893,HEV,3094,YES
Canada,2023,Volkswagen,,4633,,,BEV,50021,Yes
Norway,2024,BMW,"$6,750 ",,23.85,53771,PHEV,13185,No
Canada,2016,Kia,"$40,271 ",4306,,76340,BEV,44190,
UK,2017,Hyundai Inc,"$5,769 ",1582,24.92,23657,BEV,15748,Yes
Germany,2021,Chevrolet,"$30,703 ",3732,29.64,52418,BEV,43579,YES
Canada,2022,Volkswagen,"$3,406 ",3023,3.8,94035,HEV,65945,YES
