Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
Usa,2015,BMW,2512.0,1715.0,5.76,93098.0,HEV,66826.0,YES
Norway,2018,Hyundai,39580.0,3689.0,1.4,106468.0,HEV,19210.0,NO
France,2018,Chevrolet,37646.0,1615.0,10.94,74812.0,PHEV,4006.0,YES
India,2020,Renault,1504.0,2088.0,22.5,30844.0,BEV,68273.0,YES
Japan,2024,Ford,32823.0,3106.0,15.75,69035.0,HEV,42927.0,NO
Canada,2023,Volkswagen,13556.0,2680.0,16.86,73614.0,PHEV,52747.0,YES
Netherlands,2017,BMW,34893.0,1890.0,15.74,93741.0,HEV,25685.0,YES
Netherlands,2015,BMW Inc,26481.0,4502.0,29.96,43341.0,PHEV,69578.0,YES
India,2018,BMW,7064.0,3638.0,2.06,98286.0,PHEV,27341.0,NO
Uk,2023,Kia,18085.0,2988.0,25.53,62420.0,BEV,56155.0,YES
China,2019,Renault,33278.0,4961.0,27.27,84931.0,BEV,25704.0,YES
Canada,2018,Hyundai,41173.0,3613.0,22.18,49566.0,BEV,76404.0,NO
Japan,2024,Nissan,46704.0,1854.0,20.21,106875.0,BEV,30336.0,NO
Canada,2019,Hyundai,13485.0,3832.0,6.29,99991.0,HEV,23299.0,NO
Uk,2024,BMW,24324.0,3498.0,14.33,92271.0,PHEV,6457.0,YES
India,2015,Nissan,30176.0,407.0,1.04,109412.0,BEV,24990.0,NO
China,2016,Volkswagen,32353.0,2244.0,11.2,35315.0,HEV,40241.0,YES
France,2016,Ford,9205.0,343.0,28.28,42324.0,PHEV,29671.0,YES
China,2022,Volkswagen,21703.0,17.0,13.14,35154.0,BEV,25516.0,NO
Canada,2023,Hyundai,46336.0,2138.0,19.14,93312.0,BEV,20330.0,YES
Germany,2018,BMW,25153.790504451037,1854.0,23.81,75377.24470820969,HEV,32790.0,NO
Netherlands,2018,BMW,40827.0,3075.0,2.0,140810.0,HEV,8190.0,NO
Netherlands,2019,Nissan,38615.0,4543.0,3.03,69232.0,BEV,14571.0,NO
Norway,2022,Chevrolet,44283.0,19.0,23.49,126022.0,BEV,44791.0,YES
India,2021,Tesla,33311.0,4921.0,22.17,44397.0,PHEV,41544.0,YES
Usa,2024,Kia,27362.0,4580.0,8.63,102098.0,HEV,72168.0,YES
Japan,2021,BMW,14200.0,1872.0,20.52,19911.0,HEV,31871.0,YES
Japan,2022,Kia,39967.0,4985.0,5.76,43681.0,PHEV,28217.0,NO
Norway,2017,Tesla,10083.0,1092.0,11.97,79454.0,PHEV,9013.0,YES
Usa,2020,BYD,37136.0,3800.0,12.51,97187.0,BEV,64566.0,YES
Japan,2018,Renault,1773.0,4444.0,10.66,15207.0,HEV,63185.0,YES
Netherlands,2017,BYD,46596.0,1222.0,6.92,123521.0,HEV,61628.0,YES
Norway,2020,Renault,35532.0,1620.0,27.48,90083.0,HEV,14869.0,NO
Netherlands,2020,BMW,20366.0,1887.0,8.99,95473.0,BEV,23979.0,YES
Uk,2024,Renault,11992.0,703.0,19.59,107249.0,HEV,77118.0,NO
Canada,2015,Tesla,23909.0,1765.0,13.3,48986.0,PHEV,61428.0,YES
Usa,2020,Nissan,25153.790504451037,1889.0,21.4,75377.24470820969,HEV,77699.0,YES
China,2018,Kia,10204.0,3912.0,21.0,83072.0,HEV,6648.0,YES
Netherlands,2023,Renault,8918.0,1817.0,8.37,107178.0,PHEV,34186.0,YES
India,2020,BMW,33086.0,3828.0,20.29,54144.0,PHEV,71166.0,NO
China,2017,Nissan,7368.0,1839.0,13.99,53747.0,BEV,4812.0,NO
Netherlands,2020,Hyundai,17770.0,3349.0,17.94,32006.0,BEV,31093.0,YES
Norway,2023,Chevrolet,4647.0,2141.0,19.82,30963.0,PHEV,69412.0,YES
France,2018,Ford,45980.0,1721.0,2.4,90799.0,HEV,59150.0,NO
India,2016,Kia,9698.0,4113.0,16.71,89646.0,HEV,51141.0,NO
Uk,2016,Ford,25153.790504451037,3943.0,14.95,75377.24470820969,HEV,32485.0,YES
China,2021,Chevrolet,27154.0,387.0,17.25,74532.0,BEV,17665.0,NO
Netherlands,2017,Kia,13426.0,2929.0,29.05,54178.0,BEV,37362.0,NO
Usa,2021,Nissan,47626.0,4442.0,5.03,145090.0,BEV,22114.0,NO
Japan,2016,Volkswagen,29594.0,2130.0,2.86,31379.0,BEV,57925.0,YES
Japan,2015,Chevrolet,1437.0,1699.0,9.5,96260.0,BEV,17297.0,YES
China,2018,BMW,25153.790504451037,4544.0,7.05,75377.24470820969,HEV,31089.0,NO
India,2024,Hyundai,6671.0,279.0,17.68,67136.0,PHEV,60024.0,YES
Japan,2019,BMW,21653.0,3863.0,16.37,65054.0,HEV,26367.0,YES
Usa,2020,Renault,22226.0,369.0,23.34,80992.0,PHEV,25696.0,YES
Netherlands,2023,Renault,21013.0,2975.0,23.22,95754.0,PHEV,6425.0,YES
Uk,2024,Chevrolet,4400.0,3629.0,23.19,34534.0,HEV,3817.0,YES
Germany,2020,BYD,5450.0,2849.0,20.94,79477.0,PHEV,74550.0,YES
India,2017,Nissan,31379.0,2093.0,28.86,41792.0,HEV,78177.0,YES
Canada,2022,BMW,43900.0,2372.0,12.51,79921.0,HEV,47442.0,YES
Canada,2018,Chevrolet,44306.0,1055.0,16.94,93108.0,PHEV,79107.0,YES
China,2016,Nissan,871.0,3413.0,1.87,16335.0,BEV,50025.0,NO
Germany,2021,BYD,29151.0,4683.0,2.5,95148.0,BEV,1667.0,NO
Uk,2017,BMW,16825.0,1456.0,7.76,44308.0,HEV,39085.0,NO
Canada,2015,Kia,36297.0,50.0,20.21,67237.0,HEV,25701.0,YES
France,2020,Renault,25153.790504451037,3331.0,18.25,75377.24470820969,BEV,79792.0,NO
Japan,2019,BYD,45044.0,1727.0,10.93,136457.0,HEV,37069.0,YES
China,2019,Kia,21043.0,2647.0,18.61,86737.0,BEV,35449.0,YES
China,2022,BYD,25153.790504451037,4934.0,1.28,75377.24470820969,BEV,17147.0,NO
Canada,2024,Renault,34228.0,4169.0,18.32,44123.0,PHEV,63058.0,NO
India,2023,Chevrolet,22912.0,256.0,22.38,29021.0,PHEV,25632.0,YES
Canada,2019,Kia,25153.790504451037,3969.0,19.97,75377.24470820969,HEV,7325.0,NO
Usa,2019,Volkswagen,23191.0,4862.0,28.56,61180.0,PHEV,8374.0,NO
China,2018,BYD,33534.0,3492.0,5.65,127839.0,PHEV,51683.0,YES
China,2018,Nissan,7655.0,1029.0,4.42,74901.0,HEV,12388.0,YES
India,2023,Hyundai,9142.0,1891.0,12.88,44233.0,HEV,12752.0,NO
Japan,2019,Ford,4737.0,3061.0,10.49,92321.0,PHEV,44311.0,YES
Norway,2019,Kia,12817.0,3458.0,5.11,47279.0,BEV,76921.0,NO
France,2024,Kia,15701.0,1778.0,21.02,82408.0,PHEV,36517.0,YES
Netherlands,2018,Chevrolet Inc,33344.0,2208.0,24.85,64809.0,HEV,7027.0,YES
Uk,2023,Renault,13741.0,2185.0,4.58,95308.0,BEV,64268.0,NO
Usa,2020,Kia Inc,13056.0,2675.0,2.03,77090.0,BEV,35395.0,YES
Germany,2024,Tesla,27043.0,3341.0,21.11,42033.0,PHEV,46793.0,NO
Canada,2017,Volkswagen,15337.0,3172.0,16.6,33623.0,BEV,54219.0,YES
Norway,2016,Nissan,10037.0,499.0,20.31,101574.0,PHEV,48038.0,NO
France,2023,Tesla,48623.0,2741.0,15.73,121621.0,HEV,14307.0,YES
Norway,2018,Chevrolet,39636.0,432.0,9.47,77346.0,HEV,35568.0,NO
Uk,2018,Kia,14914.0,4960.0,25.31,26175.0,PHEV,62987.0,NO
Netherlands,2022,Volkswagen,28919.0,444.0,5.6,99226.0,PHEV,42340.0,YES
Uk,2018,Nissan,15921.0,4059.0,19.96,110649.0,PHEV,66249.0,YES
Norway,2019,Volkswagen,10443.0,4834.0,1.77,11661.0,PHEV,33893.0,YES
Japan,2019,BMW,9915.0,4190.0,12.11,109060.0,PHEV,10766.0,YES
Germany,2015,Kia,30558.0,1952.0,26.58,74932.0,BEV,67790.0,YES
Uk,2024,Renault,34255.0,1858.0,12.9,125130.0,PHEV,48592.0,NO
India,2016,Hyundai,45361.0,4936.0,14.71,110971.0,PHEV,79699.0,YES
Netherlands,2020,Ford,33628.0,367.0,2.82,130242.0,BEV,58240.0,NO
Canada,2018,Renault,13983.0,2341.0,19.36,66260.0,HEV,68819.0,NO
Japan,2022,Tesla,6736.0,3776.0,12.97,93131.0,BEV,2838.0,YES
Germany,2019,Chevrolet,21561.0,1345.0,20.23,45434.0,HEV,4458.0,YES
Germany,2021,Nissan,37665.0,3610.0,5.8,60517.0,PHEV,49872.0,YES
Canada,2021,Kia,38275.0,1385.0,21.13,49419.0,BEV,12183.0,YES
Usa,2016,BMW,21574.0,3506.0,22.5,50067.0,BEV,10357.0,YES
Usa,2021,BMW,5061.0,2368.0,23.51,22102.0,PHEV,11267.0,NO
Netherlands,2024,BMW,12359.0,4613.0,20.34,86152.0,HEV,23597.0,NO
China,2015,BMW,43418.0,194.0,15.95,74587.0,BEV,48271.0,NO
France,2016,Nissan,45737.0,80.0,12.3,88915.0,HEV,4640.0,YES
Norway,2020,Nissan,46636.0,1922.0,21.1,71558.0,BEV,30500.0,YES
Usa,2017,Volkswagen,14929.0,276.0,4.76,105177.0,PHEV,15837.0,YES
China,2017,Volkswagen,48739.0,4683.0,18.47,84833.0,PHEV,36569.0,YES
India,2019,BYD,22436.0,2044.0,4.97,38733.0,HEV,57605.0,NO
India,2017,Hyundai,17868.0,4109.0,21.22,48571.0,PHEV,47221.0,YES
Norway,2024,Tesla,46334.0,289.0,29.5,134334.0,PHEV,61943.0,YES
Usa,2015,BMW,25153.790504451037,1020.0,26.35,75377.24470820969,HEV,48986.0,NO
Uk,2024,Hyundai,964.0,2610.0,13.97,8090.0,PHEV,8151.0,YES
Germany,2021,Ford,26801.0,4706.0,20.95,78857.0,PHEV,8193.0,NO
India,2018,Kia,24449.0,1970.0,8.67,58260.0,PHEV,32543.0,NO
Japan,2019,Tesla,37110.0,4715.0,2.06,91160.0,PHEV,62236.0,YES
Norway,2021,Ford,6383.0,729.0,1.32,14225.0,PHEV,9301.0,NO
Germany,2017,Tesla,37826.0,524.0,6.66,91306.0,PHEV,67162.0,NO
Uk,2015,Renault,22497.0,3809.0,6.67,45842.0,BEV,12070.0,YES
France,2016,Hyundai,12044.0,3987.0,22.55,52596.0,PHEV,19018.0,YES
Usa,2017,Volkswagen,14593.0,3486.0,26.96,88482.0,BEV,64219.0,NO
China,2017,Tesla,13849.0,778.0,21.69,82988.0,HEV,67527.0,YES
Norway,2019,Chevrolet,26804.0,2038.0,27.15,101519.0,BEV,5152.0,YES
China,2020,Tesla,28395.0,2161.0,2.04,95665.0,BEV,72214.0,NO
France,2015,Nissan,5201.0,4215.0,9.38,98614.0,BEV,76558.0,NO
Germany,2024,Hyundai,18743.0,926.0,4.56,63878.0,PHEV,52814.0,NO
France,2021,Chevrolet,44094.0,4702.0,28.95,137366.0,HEV,2335.0,YES
China,2019,Ford,27692.0,2953.0,22.96,122522.0,PHEV,11892.0,NO
Uk,2015,BYD,43413.0,958.0,29.96,139861.0,PHEV,15903.0,NO
India,2023,Ford,27664.0,3704.0,18.93,71099.0,BEV,72180.0,NO
India,2018,BYD,9440.0,4230.0,8.34,94981.0,BEV,67257.0,NO
Uk,2024,Tesla,42411.0,1891.0,2.35,130512.0,PHEV,40718.0,YES
Germany,2020,Ford,10468.0,708.0,2.51,71399.0,HEV,17843.0,YES
Norway,2016,Ford,26160.0,309.0,25.7,53166.0,PHEV,25525.0,YES
France,2018,BYD,38643.0,3462.0,1.62,132143.0,HEV,6925.0,YES
Netherlands,2018,Renault,31622.0,998.0,17.82,35539.0,BEV,73421.0,YES
Norway,2020,Tesla,36887.0,1994.0,23.13,132632.0,PHEV,14574.0,YES
Germany,2016,BMW,32021.0,4781.0,13.14,92474.0,PHEV,31805.0,NO
Norway,2017,Volkswagen,36328.0,1618.0,18.04,68107.0,PHEV,36292.0,NO
India,2020,Hyundai,13107.0,699.0,16.75,59990.0,PHEV,2100.0,YES
Norway,2015,Chevrolet,8810.0,2778.0,29.18,99547.0,BEV,48740.0,NO
Netherlands,2023,Nissan,9733.0,3145.0,8.12,14907.0,HEV,58402.0,YES
Uk,2015,BYD,6030.0,3142.0,18.83,47044.0,BEV,47828.0,YES
Netherlands,2024,BYD,31034.0,1716.0,17.02,50673.0,PHEV,73535.0,NO
Japan,2017,BYD,46666.0,1684.0,26.07,53739.0,HEV,69783.0,YES
Uk,2022,Kia,23505.0,1625.0,29.13,38665.0,PHEV,48378.0,NO
France,2017,Kia,20655.0,260.0,21.61,85829.0,PHEV,79242.0,YES
Canada,2020,Tesla,5241.0,878.0,28.14,43596.0,BEV,56752.0,NO
Canada,2015,Renault,42629.0,749.0,29.37,62216.0,HEV,76711.0,YES
Netherlands,2018,Hyundai,37458.0,4406.0,16.37,50343.0,HEV,28023.0,YES
Netherlands,2023,BMW,21669.0,1175.0,13.09,104009.0,HEV,72561.0,YES
Norway,2015,Volkswagen,7955.0,2315.0,18.05,69653.0,PHEV,26101.0,YES
Canada,2018,Renault,10074.0,4991.0,26.96,32426.0,BEV,72602.0,NO
Japan,2016,Volkswagen,30161.0,4116.0,15.23,65916.0,BEV,70603.0,YES
Usa,2020,Renault,37372.0,4133.0,21.58,136115.0,BEV,24038.0,YES
Usa,2022,Chevrolet,13369.0,3876.0,23.36,103093.0,BEV,4500.0,YES
Canada,2018,BMW,3761.0,4147.0,20.32,75122.0,BEV,2981.0,YES
Germany,2018,Hyundai,2519.0,832.0,22.99,76035.0,BEV,44524.0,YES
Canada,2021,BMW,36943.0,2893.0,16.43,91791.0,PHEV,45610.0,YES
India,2018,Kia,30317.0,4776.0,6.78,118841.0,HEV,12108.0,NO
Japan,2017,Hyundai,42969.0,1252.0,12.48,64705.0,BEV,57623.0,YES
Netherlands,2021,Chevrolet,11609.0,3791.0,10.48,99537.0,PHEV,62108.0,NO
Netherlands,2019,Nissan,7817.0,603.0,6.63,88316.0,HEV,33003.0,YES
Canada,2019,Tesla,6008.0,3821.0,26.52,32505.0,HEV,15418.0,NO
Japan,2021,Chevrolet,43659.0,4072.0,14.0,52604.0,HEV,2493.0,YES
Uk,2021,Renault,13199.0,1587.0,5.99,25386.0,BEV,17696.0,NO
Japan,2016,Nissan,25153.790504451037,2452.0,23.6,75377.24470820969,BEV,66539.0,NO
Germany,2017,Renault,40329.0,895.0,24.05,109245.0,HEV,18619.0,YES
Japan,2020,Kia,8262.0,3288.0,5.12,66345.0,HEV,46628.0,NO
Japan,2021,Ford,35671.0,4301.0,28.99,39138.0,PHEV,33241.0,YES
Usa,2024,Volkswagen,43394.0,4437.0,5.09,79216.0,PHEV,17917.0,NO
Germany,2021,BYD,37687.0,1950.0,5.23,123494.0,PHEV,47468.0,YES
Uk,2015,Tesla,5857.0,997.0,9.32,16835.0,BEV,14616.0,YES
Uk,2020,Chevrolet,25153.790504451037,1041.0,12.4,75377.24470820969,BEV,10422.0,YES
Uk,2020,Tesla,9102.0,2315.0,22.72,99235.0,PHEV,48229.0,YES
Japan,2016,BMW,3592.0,2601.0,26.64,78981.0,PHEV,59700.0,YES
Uk,2024,Nissan,31030.0,3560.0,16.11,39338.0,PHEV,34267.0,NO
Uk,2023,Ford,14090.0,335.0,13.21,81513.0,BEV,77768.0,NO
France,2023,Tesla,41203.0,938.0,23.47,57195.0,PHEV,8990.0,YES
Canada,2019,Volkswagen,44715.0,1664.0,20.76,50059.0,HEV,52523.0,NO
Canada,2023,Chevrolet,25153.790504451037,4709.0,4.49,75377.24470820969,PHEV,60660.0,NO
Canada,2021,Kia,39505.0,1287.0,4.69,45115.0,HEV,50684.0,YES
Netherlands,2024,Volkswagen,37765.0,3862.0,28.71,123340.0,HEV,8724.0,NO
Netherlands,2016,Hyundai,49000.0,2761.0,29.93,95817.0,HEV,62171.0,YES
Netherlands,2015,Hyundai,12613.0,3276.0,15.01,24749.0,PHEV,4497.0,YES
Norway,2017,BMW,21840.0,1984.0,13.13,118170.0,HEV,75781.0,YES
Canada,2015,Hyundai,38678.0,2544.0,7.3,75663.0,BEV,54828.0,YES
Norway,2018,Chevrolet,24213.0,2167.0,7.49,44939.0,HEV,2555.0,NO
Netherlands,2018,Renault,17159.0,2746.0,26.3,44082.0,HEV,69625.0,YES
Netherlands,2018,Hyundai,15243.0,2182.0,27.46,39428.0,PHEV,41492.0,NO
France,2024,Renault,45007.0,1701.0,6.0,110764.0,PHEV,77372.0,YES
Usa,2021,Tesla,36658.0,2408.0,28.45,135998.0,HEV,36107.0,YES
China,2019,Hyundai,23044.0,1381.0,29.7,24296.0,PHEV,11208.0,YES
Uk,2020,Nissan,25153.790504451037,2241.0,1.2,75377.24470820969,HEV,40069.0,YES
Japan,2020,BYD,23718.0,402.0,19.22,49724.0,PHEV,40916.0,NO
Usa,2017,BYD,26167.0,1110.0,21.82,74855.0,PHEV,15414.0,NO
Canada,2018,Ford,19064.0,3106.0,26.31,48254.0,BEV,62357.0,NO
Canada,2023,Renault,48610.0,3296.0,9.84,68622.0,BEV,19164.0,NO
Canada,2018,Volkswagen,7105.0,3536.0,27.0,24250.0,HEV,22791.0,YES
Canada,2017,BMW,16620.0,1970.0,20.52,57485.0,HEV,38849.0,NO
India,2019,BMW,5401.0,2314.0,27.41,66190.0,PHEV,11461.0,YES
Uk,2022,Chevrolet Inc,14512.0,3825.0,16.74,44959.0,HEV,3632.0,YES
Japan,2021,Kia,36895.0,1176.0,15.97,56419.0,BEV,39270.0,YES
Japan,2024,Nissan,39690.0,3530.0,19.91,49502.0,BEV,71943.0,YES
Uk,2024,Ford,32101.0,4777.0,14.98,55129.0,PHEV,19803.0,NO
India,2023,BMW,11471.0,1426.0,10.13,102068.0,PHEV,49559.0,YES
Usa,2021,Hyundai,25153.790504451037,948.0,29.42,75377.24470820969,PHEV,65481.0,NO
France,2015,Hyundai,14172.0,2041.0,5.41,110844.0,HEV,32088.0,NO
France,2018,BMW,3677.0,2781.0,4.77,9777.0,BEV,20268.0,NO
Japan,2022,BMW,43191.0,1282.0,7.28,68245.0,HEV,41198.0,NO
China,2017,Volkswagen,25153.790504451037,1267.0,6.88,75377.24470820969,HEV,62609.0,NO
Usa,2022,Volkswagen,27159.0,3915.0,1.03,122625.0,HEV,77026.0,YES
Canada,2018,BMW,7184.0,2114.0,8.58,106924.0,HEV,48881.0,YES
France,2018,Nissan,21209.0,4936.0,4.91,117036.0,BEV,48460.0,YES
China,2024,Tesla,27475.0,631.0,7.68,56063.0,HEV,56013.0,YES
France,2019,BYD,35549.0,546.0,6.22,45545.0,BEV,78009.0,YES
Norway,2015,BYD,23566.0,861.0,3.79,74273.0,PHEV,9067.0,NO
Germany,2017,Ford,5841.0,4333.0,10.42,88004.0,BEV,62693.0,YES
India,2019,Kia,23702.0,2104.0,17.75,68289.0,BEV,4520.0,YES
France,2023,Tesla,49710.0,3712.0,17.4,55820.0,HEV,47270.0,NO
Usa,2017,BYD,41724.0,1717.0,7.48,126937.0,BEV,36252.0,NO
Germany,2022,Ford,33083.0,2533.0,17.54,67728.0,HEV,44664.0,YES
Japan,2021,Ford,45038.0,3641.0,8.76,107228.0,BEV,23331.0,NO
Canada,2015,Ford,25153.790504451037,239.0,24.73,75377.24470820969,HEV,19083.0,YES
Canada,2024,Kia,47110.0,3979.0,5.14,120604.0,PHEV,54424.0,YES
Netherlands,2024,Volkswagen,26305.0,4404.0,2.38,37773.0,PHEV,12135.0,YES
Japan,2017,Volkswagen,25345.0,4186.0,18.29,46500.0,HEV,67036.0,YES
France,2022,Hyundai,22490.0,2760.0,20.27,60994.0,HEV,1608.0,YES
China,2018,Kia,44503.0,1673.0,26.43,138044.0,BEV,23406.0,YES
France,2015,BYD,30250.0,4226.0,11.41,42516.0,BEV,48544.0,NO
Germany,2017,Hyundai,10346.0,4537.0,18.98,75559.0,HEV,47326.0,YES
Canada,2023,Tesla,4318.0,3453.0,24.79,71901.0,PHEV,44413.0,YES
Uk,2024,Chevrolet,45542.0,2670.0,24.55,128072.0,PHEV,27838.0,NO
Usa,2023,Tesla,3908.0,1694.0,23.48,32217.0,PHEV,33391.0,NO
Uk,2021,Kia,25989.0,3141.0,22.36,85963.0,BEV,35971.0,YES
Uk,2018,Hyundai,19819.0,761.0,13.32,93631.0,HEV,55851.0,YES
China,2021,Tesla,15086.0,4971.0,19.9,55438.0,BEV,58797.0,YES
Germany,2016,Hyundai,10449.0,4784.0,18.46,105998.0,BEV,8001.0,NO
Norway,2023,Volkswagen,42022.0,992.0,16.06,72247.0,PHEV,51882.0,YES
France,2016,BMW,21223.0,3057.0,13.43,115097.0,PHEV,35730.0,YES
Usa,2015,Hyundai,15636.0,1198.0,16.61,104661.0,BEV,63399.0,NO
Japan,2017,Ford,44467.0,3133.0,17.95,94942.0,BEV,62027.0,YES
Germany,2023,Nissan,44860.0,1985.0,1.55,94163.0,PHEV,67991.0,NO
Japan,2018,Nissan,26793.0,2439.0,6.41,118779.0,PHEV,19589.0,NO
Netherlands,2024,BYD,13219.0,1149.0,27.2,84469.0,BEV,30603.0,YES
Norway,2020,Nissan,5167.0,275.0,21.27,70741.0,PHEV,49100.0,YES
Netherlands,2023,Chevrolet,24738.0,2766.0,24.69,111631.0,HEV,27110.0,YES
India,2021,Kia,35537.0,2972.0,3.57,47721.0,HEV,26482.0,NO
India,2017,Ford,34813.0,918.0,2.94,39153.0,PHEV,32829.0,YES
Germany,2023,Tesla Inc,26089.0,3216.0,12.27,101022.0,HEV,13237.0,YES
Norway,2018,Tesla,35319.0,12.0,21.41,102179.0,PHEV,63703.0,NO
Uk,2019,Renault,39402.0,614.0,23.51,103663.0,HEV,33061.0,NO
Germany,2024,BYD,36390.0,3124.0,27.28,50759.0,BEV,46114.0,YES
Uk,2017,BYD,33290.0,3826.0,2.02,52381.0,PHEV,7715.0,NO
Netherlands,2016,Ford,39321.0,3825.0,1.38,95760.0,PHEV,4039.0,YES
Uk,2015,BMW,6361.0,2866.0,9.33,46465.0,HEV,37130.0,YES
China,2018,Hyundai,36758.0,2517.0,13.6,106472.0,HEV,24815.0,YES
India,2023,Volkswagen,20208.0,1572.0,29.66,46309.0,HEV,76477.0,YES
France,2024,Nissan,25916.0,2275.0,22.44,67942.0,BEV,26336.0,NO
Japan,2016,Kia,5760.0,474.0,27.57,83677.0,BEV,22283.0,NO
Germany,2016,Tesla,39689.0,4466.0,3.5,127987.0,BEV,19083.0,NO
Netherlands,2016,Ford,18004.0,1581.0,13.31,101652.0,BEV,12696.0,YES
Germany,2019,Nissan,17499.0,380.0,4.29,105757.0,HEV,63071.0,YES
India,2024,BYD,23215.0,2558.0,19.42,37670.0,HEV,29187.0,NO
Canada,2015,Tesla,27622.0,1350.0,3.98,44103.0,PHEV,43478.0,NO
India,2018,Volkswagen,39093.0,1969.0,11.11,73434.0,BEV,28419.0,NO
Norway,2019,BMW,23619.0,2232.0,20.6,50892.0,BEV,67323.0,YES
Japan,2020,Tesla,28865.0,4677.0,7.33,106758.0,HEV,53802.0,YES
France,2020,Ford,46069.0,3259.0,6.04,96185.0,HEV,58899.0,NO
Usa,2015,Renault,34977.0,3985.0,11.48,63860.0,BEV,68046.0,YES
Netherlands,2024,Tesla,14874.0,4086.0,4.61,71458.0,PHEV,70169.0,NO
Japan,2019,Ford,10887.0,710.0,25.81,81783.0,PHEV,36316.0,YES
Uk,2016,BMW,19210.0,2806.0,29.16,25389.0,PHEV,62938.0,NO
Norway,2016,Volkswagen,16176.0,1620.0,15.9,70651.0,HEV,59009.0,YES
Uk,2017,Renault,5975.0,1499.0,17.44,34849.0,PHEV,53392.0,YES
Netherlands,2023,Nissan,36623.0,3939.0,23.95,104018.0,HEV,25939.0,NO
Uk,2020,Volkswagen,47602.0,3942.0,28.01,59625.0,HEV,79406.0,YES
Uk,2016,BYD,38290.0,3582.0,3.74,130317.0,PHEV,48620.0,YES
India,2019,Kia,14774.0,1784.0,12.17,97280.0,HEV,31135.0,YES
Canada,2015,Renault,8842.0,4973.0,21.91,25135.0,BEV,53969.0,NO
China,2022,Renault,13694.0,1080.0,12.27,97374.0,HEV,38219.0,NO
Norway,2023,Chevrolet,37895.0,2749.0,8.55,126363.0,HEV,40559.0,YES
India,2015,Ford,24800.0,926.0,13.41,90213.0,HEV,16523.0,NO
India,2015,BYD,47110.0,4871.0,21.7,142970.0,PHEV,30576.0,YES
Usa,2015,Nissan,31005.0,572.0,26.78,103102.0,PHEV,65624.0,YES
Japan,2015,BMW,3300.0,3423.0,23.08,58340.0,PHEV,13764.0,NO
France,2021,Nissan,21664.0,2429.0,21.36,94903.0,BEV,11806.0,YES
France,2022,BYD,7594.0,3499.0,21.24,22357.0,HEV,37256.0,NO
Japan,2018,BYD,12717.0,1155.0,10.52,68127.0,BEV,14510.0,YES
Usa,2015,Hyundai,25153.790504451037,3930.0,11.7,75377.24470820969,HEV,2113.0,NO
Japan,2016,Renault,47659.0,4564.0,12.71,70705.0,PHEV,65932.0,YES
China,2023,Tesla,43193.0,3640.0,28.81,113598.0,HEV,6200.0,NO
Japan,2015,Kia,7134.0,1734.0,22.2,10589.0,HEV,73628.0,NO
Uk,2016,Chevrolet,27112.0,1823.0,28.93,60113.0,PHEV,11586.0,YES
Canada,2019,Hyundai,29443.0,1294.0,19.44,75652.0,BEV,25078.0,NO
China,2024,Ford,6999.0,1314.0,29.93,30893.0,PHEV,18398.0,NO
Japan,2019,Tesla,42586.0,3266.0,14.9,117786.0,PHEV,52020.0,YES
Germany,2015,Volkswagen,14485.0,4122.0,15.1,16947.0,HEV,25082.0,YES
Netherlands,2023,Ford,2365.0,4019.0,4.23,31127.0,PHEV,15538.0,YES
Japan,2018,Tesla,8210.0,481.0,28.59,28459.0,HEV,4197.0,YES
Japan,2021,Hyundai,35729.0,3591.0,9.91,135153.0,HEV,2775.0,YES
Canada,2016,Tesla,33156.0,616.0,12.74,34975.0,HEV,77992.0,NO
India,2018,Hyundai,31873.0,793.0,22.89,62041.0,PHEV,66927.0,NO
India,2022,Renault,25153.790504451037,3755.0,18.93,75377.24470820969,HEV,77245.0,NO
China,2018,Ford,37713.0,4880.0,7.48,86072.0,HEV,29036.0,NO
China,2015,Chevrolet,5818.0,4449.0,21.0,23796.0,HEV,29460.0,NO
Netherlands,2019,Chevrolet,44611.0,3334.0,29.47,48545.0,BEV,6033.0,NO
Japan,2022,BYD,40031.0,4343.0,25.77,59925.0,PHEV,62113.0,NO
Japan,2018,BYD,5187.0,2897.0,29.05,23976.0,BEV,57784.0,YES
Netherlands,2020,Kia,6615.0,4255.0,1.7,61257.0,BEV,61780.0,YES
China,2020,Renault,41471.0,2852.0,6.15,116656.0,PHEV,64823.0,YES
Germany,2024,Chevrolet,25242.0,1983.0,25.54,77589.0,HEV,62475.0,YES
China,2021,BMW,8074.0,3838.0,16.83,72869.0,HEV,78166.0,NO
Germany,2015,Volkswagen,17739.0,2674.0,4.08,43257.0,PHEV,14612.0,YES
Canada,2021,Hyundai,11637.0,1238.0,9.17,110678.0,HEV,56146.0,YES
India,2021,Ford,10117.0,3829.0,3.36,78624.0,HEV,55554.0,YES
Canada,2023,Tesla,20531.0,2876.0,15.97,89134.0,HEV,23291.0,NO
India,2019,Nissan,28997.0,457.0,20.25,72081.0,HEV,17677.0,YES
Uk,2019,Hyundai,30745.0,4170.0,26.24,71557.0,PHEV,4775.0,NO
China,2021,BMW,26375.0,2737.0,12.52,30909.0,PHEV,68589.0,NO
Usa,2024,Tesla,40380.0,1709.0,26.56,116845.0,HEV,55720.0,YES
